event_action_id,event_id,action_type_id,action_description,source_url,source_citation,source_type,notes
EA01146,E0261,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01147,E0262,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01148,E0262,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01149,E0262,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01150,E0262,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01151,E0263,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01152,E0263,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01153,E0263,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01154,E0263,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01155,E0264,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01156,E0264,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01157,E0264,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01158,E0264,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01159,E0265,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01160,E0265,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01161,E0265,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01162,E0265,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01163,E0266,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01164,E0266,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01165,E0266,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01166,E0266,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01167,E0267,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01168,E0267,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01169,E0267,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01170,E0267,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01171,E0268,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01172,E0268,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01173,E0268,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01174,E0268,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01175,E0269,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01176,E0269,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01177,E0269,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01178,E0269,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01179,E0270,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01180,E0270,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01181,E0270,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01182,E0270,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01183,E0271,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01184,E0271,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01185,E0271,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01186,E0271,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01187,E0272,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01188,E0272,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01189,E0272,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01190,E0272,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01191,E0273,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01192,E0273,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01193,E0273,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01194,E0273,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01195,E0274,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01196,E0274,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01197,E0274,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01198,E0274,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01199,E0275,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01200,E0275,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01201,E0275,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01202,E0275,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01203,E0276,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01204,E0276,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01205,E0276,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01206,E0276,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01207,E0277,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01208,E0277,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01209,E0277,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01210,E0277,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01211,E0278,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01212,E0278,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01213,E0278,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01214,E0278,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01215,E0279,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01216,E0279,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01217,E0279,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01218,E0279,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01219,E0280,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01220,E0280,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01221,E0280,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01222,E0280,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01223,E0281,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01224,E0281,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01225,E0281,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01226,E0281,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01227,E0282,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01228,E0282,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01229,E0282,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01230,E0282,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01231,E0283,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01232,E0283,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01233,E0283,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01234,E0283,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01235,E0284,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01236,E0284,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01237,E0284,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01238,E0284,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01239,E0285,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01240,E0285,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01241,E0285,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01242,E0285,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01243,E0286,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01244,E0286,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01245,E0286,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01246,E0286,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01247,E0287,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01248,E0287,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01249,E0287,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01250,E0287,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01251,E0288,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01252,E0288,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01253,E0288,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01254,E0288,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01255,E0289,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01256,E0289,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01257,E0289,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01258,E0289,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01259,E0290,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01260,E0290,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01261,E0290,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01262,E0290,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01263,E0291,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01264,E0291,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01265,E0291,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01266,E0291,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01267,E0292,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01268,E0292,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01269,E0292,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01270,E0292,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01271,E0293,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01272,E0293,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01273,E0293,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01274,E0293,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01275,E0294,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01276,E0294,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01277,E0294,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01278,E0294,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01279,E0295,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01280,E0295,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01281,E0295,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01282,E0295,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01283,E0296,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01284,E0296,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01285,E0296,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01286,E0296,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01287,E0297,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01288,E0297,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01289,E0297,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01290,E0297,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01291,E0298,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01292,E0298,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01293,E0298,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01294,E0298,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01295,E0299,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA01296,E0299,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA01297,E0299,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA01298,E0299,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA01299,E0300,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
